Date,Species,Block,Street,Trap,Latitude,Longitude,WnvPresent,total_mos,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Year,Month
2007-05-29,CULEX PIPIENS/RESTUANS,22, N CANNON DR,T054,41.921965,-87.632085,0,2,2,88.0,65.0,76.0,10,59,66.0,0.0,12.0,421,1917,BR HZ,0.0,29.44,30.09,5.8,16,7.4,2007,5
2007-05-29,CULEX RESTUANS,22, N CANNON DR,T054,41.921965,-87.632085,0,3,2,88.0,65.0,76.0,10,59,66.0,0.0,12.0,421,1917,BR HZ,0.0,29.44,30.09,5.8,16,7.4,2007,5
2007-05-29,CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,41.688324,-87.676709,0,1,2,88.0,65.0,76.0,10,59,66.0,0.0,12.0,421,1917,BR HZ,0.0,29.44,30.09,5.8,16,7.4,2007,5
2007-05-29,CULEX RESTUANS,22, W 113TH ST,T086,41.688324,-87.676709,0,1,2,88.0,65.0,76.0,10,59,66.0,0.0,12.0,421,1917,BR HZ,0.0,29.44,30.09,5.8,16,7.4,2007,5
2007-05-29,CULEX RESTUANS,11, S PEORIA ST,T091,41.862292,-87.64886,0,1,2,88.0,65.0,76.0,10,59,66.0,0.0,12.0,421,1917,BR HZ,0.0,29.44,30.09,5.8,16,7.4,2007,5
2007-05-29,CULEX RESTUANS,17, W 95TH ST,T094,41.720848,-87.666014,0,3,2,88.0,65.0,76.0,10,59,66.0,0.0,12.0,421,1917,BR HZ,0.0,29.44,30.09,5.8,16,7.4,2007,5
2007-05-29,CULEX RESTUANS,22, W 89TH ST,T096,41.731922,-87.677512,0,5,2,88.0,65.0,76.0,10,59,66.0,0.0,12.0,421,1917,BR HZ,0.0,29.44,30.09,5.8,16,7.4,2007,5
2007-05-29,CULEX PIPIENS,22, W 89TH ST,T096,41.731922,-87.677512,0,1,2,88.0,65.0,76.0,10,59,66.0,0.0,12.0,421,1917,BR HZ,0.0,29.44,30.09,5.8,16,7.4,2007,5
2007-05-29,CULEX PIPIENS/RESTUANS,53, N STREETER DR,T129,41.891126,-87.61156,0,1,2,88.0,65.0,76.0,10,59,66.0,0.0,12.0,421,1917,BR HZ,0.0,29.44,30.09,5.8,16,7.4,2007,5
2007-05-29,CULEX RESTUANS,53, N STREETER DR,T129,41.891126,-87.61156,0,2,2,88.0,65.0,76.0,10,59,66.0,0.0,12.0,421,1917,BR HZ,0.0,29.44,30.09,5.8,16,7.4,2007,5
2007-05-29,CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,41.999129,-87.795585,0,1,1,88.0,60.0,74.0,10,58,65.0,0.0,9.0,421,1917,BR HZ,0.0,29.39,30.11,5.8,18,6.5,2007,5
2007-05-29,CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,42.01743,-87.68776899999997,0,1,1,88.0,60.0,74.0,10,58,65.0,0.0,9.0,421,1917,BR HZ,0.0,29.39,30.11,5.8,18,6.5,2007,5
2007-05-29,CULEX RESTUANS,15, N LONG AVE,T153,41.907645,-87.760886,0,1,2,88.0,65.0,76.0,10,59,66.0,0.0,12.0,421,1917,BR HZ,0.0,29.44,30.09,5.8,16,7.4,2007,5
2007-05-29,CULEX RESTUANS,89, S CARPENTER ST,T159,41.732984,-87.649642,0,1,2,88.0,65.0,76.0,10,59,66.0,0.0,12.0,421,1917,BR HZ,0.0,29.44,30.09,5.8,16,7.4,2007,5
2007-06-05,CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,41.95469,-87.800991,0,3,1,64.0,47.0,56.0,-9,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6
2007-06-05,CULEX RESTUANS,41, N OAK PARK AVE,T002,41.95469,-87.800991,0,5,1,64.0,47.0,56.0,-9,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6
2007-06-05,CULEX PIPIENS,41, N OAK PARK AVE,T002,41.95469,-87.800991,0,1,1,64.0,47.0,56.0,-9,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6
2007-06-05,CULEX PIPIENS/RESTUANS,79, W FOSTER AVE,T015,41.974089,-87.824812,0,1,1,64.0,47.0,56.0,-9,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6
2007-06-05,CULEX RESTUANS,79, W FOSTER AVE,T015,41.974089,-87.824812,0,2,1,64.0,47.0,56.0,-9,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6
2007-06-05,CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,41.9216,-87.666455,0,1,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX RESTUANS,15, W WEBSTER AVE,T045,41.9216,-87.666455,0,2,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX PIPIENS,15, W WEBSTER AVE,T045,41.9216,-87.666455,0,1,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX RESTUANS,25, W GRAND AVE,T046,41.891118,-87.65449100000002,0,1,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,41.867108,-87.654224,0,1,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX RESTUANS,11, W ROOSEVELT,T048,41.867108,-87.654224,0,1,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX PIPIENS,11, W ROOSEVELT,T048,41.867108,-87.654224,0,2,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX RESTUANS,11, W CHICAGO,T049,41.896282,-87.655232,0,2,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX PIPIENS/RESTUANS,21, N STAVE ST,T050,41.919343,-87.694259,0,1,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX RESTUANS,21, N STAVE ST,T050,41.919343,-87.694259,0,1,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX RESTUANS,22, N CANNON DR,T054,41.921965,-87.632085,0,3,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX RESTUANS,22, W 113TH ST,T086,41.688324,-87.676709,0,4,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,41.720848,-87.666014,0,2,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX PIPIENS/RESTUANS,22, W 89TH ST,T096,41.731922,-87.677512,0,1,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX RESTUANS,22, W 89TH ST,T096,41.731922,-87.677512,0,1,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX PIPIENS,22, W 89TH ST,T096,41.731922,-87.677512,0,1,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,41.999129,-87.795585,0,2,1,64.0,47.0,56.0,-9,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6
2007-06-05,CULEX RESTUANS,65, N OAK PARK AVE,T143,41.999129,-87.795585,0,9,1,64.0,47.0,56.0,-9,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6
2007-06-05,CULEX RESTUANS,15, N LONG AVE,T153,41.907645,-87.760886,0,3,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX RESTUANS,89, S CARPENTER ST,T159,41.732984,-87.649642,0,1,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX RESTUANS,91, W HIGGINS AVE,T009,41.98196400000001,-87.812827,0,2,1,64.0,47.0,56.0,-9,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6
2007-06-05,CULEX RESTUANS,36, N PITTSBURGH AVE,T011,41.944869,-87.832763,0,1,1,64.0,47.0,56.0,-9,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6
2007-06-05,CULEX RESTUANS,72, N OKETO AVE,T016,42.011601,-87.81150600000002,0,1,1,64.0,47.0,56.0,-9,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6
2007-06-05,CULEX RESTUANS,38, N CALIFORNIA AVE,T019,41.94983,-87.69845699999998,0,1,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX RESTUANS,49, W BALMORAL AVE,T025,41.979243,-87.750938,0,1,1,64.0,47.0,56.0,-9,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6
2007-06-05,CULEX RESTUANS,58, N WESTERN AVE,T028,41.986921,-87.689778,0,2,1,64.0,47.0,56.0,-9,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6
2007-06-05,CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,41.801498,-87.763416,0,1,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX RESTUANS,14, N HUMBOLDT DR,T033,41.906638,-87.701431,0,3,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX RESTUANS,10, S VINCENNES,T089,41.723195,-87.64997,0,1,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,41.868077,-87.666901,0,1,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX RESTUANS,11, S ASHLAND AVE,T090,41.868077,-87.666901,0,7,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX PIPIENS/RESTUANS,11, S STATE ST,T092,41.869216,-87.627561,0,1,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,41.662014,-87.72460799999998,0,2,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX RESTUANS,42, W 127TH PL,T135,41.662014,-87.72460799999998,0,4,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX PIPIENS,42, W 127TH PL,T135,41.662014,-87.72460799999998,0,1,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX PIPIENS/RESTUANS,53, W AGATITE AVE,T141,41.961743,-87.76007,0,1,1,64.0,47.0,56.0,-9,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6
2007-06-05,CULEX RESTUANS,53, W AGATITE AVE,T141,41.961743,-87.76007,0,2,1,64.0,47.0,56.0,-9,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6
2007-06-05,CULEX PIPIENS/RESTUANS,40, N AUSTIN AVE,T142,41.953067,-87.776792,0,1,1,64.0,47.0,56.0,-9,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6
2007-06-05,CULEX RESTUANS,40, N AUSTIN AVE,T142,41.953067,-87.776792,0,3,1,64.0,47.0,56.0,-9,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6
2007-06-05,CULEX RESTUANS,43, N ASHLAND AVE OVERPASS,T145,41.878114,-87.629798,0,3,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX PIPIENS/RESTUANS,42, N RICHMOND ST,T146,41.958271,-87.702575,0,1,1,64.0,47.0,56.0,-9,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6
2007-06-05,CULEX RESTUANS,42, N RICHMOND ST,T146,41.958271,-87.702575,0,2,1,64.0,47.0,56.0,-9,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6
2007-06-05,CULEX RESTUANS,28, N FRANCISCO AVE,T147,41.932094,-87.700117,0,1,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX PIPIENS/RESTUANS,15, W GRANVILLE AVE,T149,41.994469,-87.667736,0,1,1,64.0,47.0,56.0,-9,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6
2007-06-05,CULEX RESTUANS,18, W FARWELL AVE,T150,42.006858,-87.675919,0,2,1,64.0,47.0,56.0,-9,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6
2007-06-05,CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,0,1,1,64.0,47.0,56.0,-9,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6
2007-06-05,CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,41.916265,-87.800515,0,10,1,64.0,47.0,56.0,-9,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6
2007-06-05,CULEX RESTUANS,25, S MILLARD AVE,T152,41.846075,-87.716277,0,1,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX RESTUANS,21, N LAWLER AVE,T154,41.918705,-87.752329,0,1,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,41.682587,-87.707973,0,3,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX RESTUANS,35, W 116TH ST,T158,41.682587,-87.707973,0,8,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX PIPIENS/RESTUANS,93, S DR MARTIN LUTHER KING JR DR,T162,41.725517,-87.61425799999998,0,1,2,63.0,51.0,57.0,-9,47,52.0,8.0,0.0,417,1923,RA BR,0.27,29.16,29.78,6.2,3,8.1,2007,6
2007-06-05,CULEX PIPIENS/RESTUANS,37, N KEDVALE AVE,T218,41.948167,-87.730698,0,2,1,64.0,47.0,56.0,-9,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6
2007-06-05,CULEX RESTUANS,37, N KEDVALE AVE,T218,41.948167,-87.730698,0,1,1,64.0,47.0,56.0,-9,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6
2007-06-05,CULEX RESTUANS,45, N CAMPBELL AVE,T220,41.963976,-87.69181,0,1,1,64.0,47.0,56.0,-9,48,51.0,9.0,0.0,417,1923,RA BR,0.42,29.1,29.79,5.2,5,7.6,2007,6
2007-06-26,CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,41.95469,-87.800991,0,1,1,92.0,70.0,81.0,10,69,72.0,0.0,16.0,418,1931,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,2007,6
2007-06-26,CULEX RESTUANS,41, N OAK PARK AVE,T002,41.95469,-87.800991,0,4,1,92.0,70.0,81.0,10,69,72.0,0.0,16.0,418,1931,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,2007,6
2007-06-26,CULEX SALINARIUS,41, N OAK PARK AVE,T002,41.95469,-87.800991,0,1,1,92.0,70.0,81.0,10,69,72.0,0.0,16.0,418,1931,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,2007,6
2007-06-26,CULEX PIPIENS/RESTUANS,62, N MANDELL AVE,T007,41.994991,-87.769279,0,1,1,92.0,70.0,81.0,10,69,72.0,0.0,16.0,418,1931,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,2007,6
2007-06-26,CULEX RESTUANS,62, N MANDELL AVE,T007,41.994991,-87.769279,0,4,1,92.0,70.0,81.0,10,69,72.0,0.0,16.0,418,1931,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,2007,6
2007-06-26,CULEX RESTUANS,79, W FOSTER AVE,T015,41.974089,-87.824812,0,1,1,92.0,70.0,81.0,10,69,72.0,0.0,16.0,418,1931,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,2007,6
2007-06-26,CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,41.9216,-87.666455,0,1,2,91.0,73.0,82.0,10,69,72.0,0.0,17.0,418,1931,BR HZ,0.005,29.45,30.09,7.3,21,8.1,2007,6
2007-06-26,CULEX RESTUANS,15, W WEBSTER AVE,T045,41.9216,-87.666455,0,1,2,91.0,73.0,82.0,10,69,72.0,0.0,17.0,418,1931,BR HZ,0.005,29.45,30.09,7.3,21,8.1,2007,6
2007-06-26,CULEX PIPIENS/RESTUANS,25, W GRAND AVE,T046,41.891118,-87.65449100000002,0,1,2,91.0,73.0,82.0,10,69,72.0,0.0,17.0,418,1931,BR HZ,0.005,29.45,30.09,7.3,21,8.1,2007,6
2007-06-26,CULEX RESTUANS,25, W GRAND AVE,T046,41.891118,-87.65449100000002,0,6,2,91.0,73.0,82.0,10,69,72.0,0.0,17.0,418,1931,BR HZ,0.005,29.45,30.09,7.3,21,8.1,2007,6
2007-06-26,CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,41.867108,-87.654224,0,2,2,91.0,73.0,82.0,10,69,72.0,0.0,17.0,418,1931,BR HZ,0.005,29.45,30.09,7.3,21,8.1,2007,6
2007-06-26,CULEX RESTUANS,11, W CHICAGO,T049,41.896282,-87.655232,0,1,2,91.0,73.0,82.0,10,69,72.0,0.0,17.0,418,1931,BR HZ,0.005,29.45,30.09,7.3,21,8.1,2007,6
2007-06-26,CULEX RESTUANS,21, N STAVE ST,T050,41.919343,-87.694259,0,1,2,91.0,73.0,82.0,10,69,72.0,0.0,17.0,418,1931,BR HZ,0.005,29.45,30.09,7.3,21,8.1,2007,6
2007-06-26,CULEX PIPIENS/RESTUANS,22, W 113TH ST,T086,41.688324,-87.676709,0,2,2,91.0,73.0,82.0,10,69,72.0,0.0,17.0,418,1931,BR HZ,0.005,29.45,30.09,7.3,21,8.1,2007,6
2007-06-26,CULEX RESTUANS,22, W 113TH ST,T086,41.688324,-87.676709,0,2,2,91.0,73.0,82.0,10,69,72.0,0.0,17.0,418,1931,BR HZ,0.005,29.45,30.09,7.3,21,8.1,2007,6
2007-06-26,CULEX RESTUANS,22, W 89TH ST,T096,41.731922,-87.677512,0,5,2,91.0,73.0,82.0,10,69,72.0,0.0,17.0,418,1931,BR HZ,0.005,29.45,30.09,7.3,21,8.1,2007,6
2007-06-26,CULEX PIPIENS/RESTUANS,53, N STREETER DR,T129,41.891126,-87.61156,0,1,2,91.0,73.0,82.0,10,69,72.0,0.0,17.0,418,1931,BR HZ,0.005,29.45,30.09,7.3,21,8.1,2007,6
2007-06-26,CULEX RESTUANS,53, N STREETER DR,T129,41.891126,-87.61156,0,1,2,91.0,73.0,82.0,10,69,72.0,0.0,17.0,418,1931,BR HZ,0.005,29.45,30.09,7.3,21,8.1,2007,6
2007-06-26,CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,41.999129,-87.795585,0,1,1,92.0,70.0,81.0,10,69,72.0,0.0,16.0,418,1931,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,2007,6
2007-06-26,CULEX RESTUANS,65, N OAK PARK AVE,T143,41.999129,-87.795585,0,1,1,92.0,70.0,81.0,10,69,72.0,0.0,16.0,418,1931,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,2007,6
2007-06-26,CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,42.01743,-87.68776899999997,0,2,1,92.0,70.0,81.0,10,69,72.0,0.0,16.0,418,1931,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,2007,6
2007-06-26,CULEX RESTUANS,75, N OAKLEY AVE,T148,42.01743,-87.68776899999997,0,2,1,92.0,70.0,81.0,10,69,72.0,0.0,16.0,418,1931,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,2007,6
2007-06-26,CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,41.944869,-87.832763,0,2,1,92.0,70.0,81.0,10,69,72.0,0.0,16.0,418,1931,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,2007,6
2007-06-26,CULEX RESTUANS,36, N PITTSBURGH AVE,T011,41.944869,-87.832763,0,4,1,92.0,70.0,81.0,10,69,72.0,0.0,16.0,418,1931,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,2007,6
2007-06-26,CULEX PIPIENS/RESTUANS,72, N OKETO AVE,T016,42.011601,-87.81150600000002,0,2,1,92.0,70.0,81.0,10,69,72.0,0.0,16.0,418,1931,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,2007,6
2007-06-26,CULEX RESTUANS,72, N OKETO AVE,T016,42.011601,-87.81150600000002,0,2,1,92.0,70.0,81.0,10,69,72.0,0.0,16.0,418,1931,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,2007,6
2007-06-26,CULEX RESTUANS,38, N CALIFORNIA AVE,T019,41.94983,-87.69845699999998,0,1,2,91.0,73.0,82.0,10,69,72.0,0.0,17.0,418,1931,BR HZ,0.005,29.45,30.09,7.3,21,8.1,2007,6
2007-06-26,CULEX PIPIENS/RESTUANS,49, W BALMORAL AVE,T025,41.979243,-87.750938,0,1,1,92.0,70.0,81.0,10,69,72.0,0.0,16.0,418,1931,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,2007,6
2007-06-26,CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,41.986921,-87.689778,0,1,1,92.0,70.0,81.0,10,69,72.0,0.0,16.0,418,1931,TSRA BR HZ VCTS,0.16,29.39,30.11,6.1,22,7.1,2007,6
